Taxon,3001177343-DNA,3001359901-DNA,3001332911-DNA,3001201505-DNA,3001384560-DNA,3001368269-DNA,3001448383-DNA,3001198161-DNA,3000852216-DNA,3001439963-DNA,3000829049-DNA,3001369354-DNA,3001184969-DNA,3001324288-DNA,3001056120-DNA,3000847929-DNA,3001053923-DNA,3001324280-DNA,3001347857-DNA,3001180259-DNA,3001221254-DNA,3001226004-DNA,3001351698-DNA,3001201485-DNA,3000847945-DNA,3001341779-DNA,3000885580-DNA,3001428244-DNA,3001341755-DNA,3000847949-DNA,3000864399-DNA,3001379508-DNA,3001206725-DNA,3000863600-DNA,3001063053-DNA,3000883056-DNA,3000883040-DNA,3001198225-DNA,3001094401-DNA,3001097048-DNA,3001177351-DNA,3001168533-DNA,3001326467-DNA,3001341747-DNA,3001076976-DNA,3001172116-DNA,3001221282-DNA,3001102495-DNA,3000879709-DNA,3001071364-DNA,3000858874-DNA,3001087078-DNA,3001206722-DNA,3001428260-DNA,3001076933-DNA,3001065168-DNA,3001379528-DNA,3000868694-DNA,3000852236-DNA,3001056136-DNA,3001172786-DNA,3001092258-DNA,3001215694-DNA,3001175177-DNA,3001336340-DNA,3001359941-DNA,3001094393-DNA,3001222477-DNA,3000829042-DNA,3001361919-DNA,3001357238-DNA,3001172778-DNA,3001195230-DNA,3000858883-DNA,3001056128-DNA,3001225986-DNA,3001323173-DNA,3001102451-DNA,3001070226-DNA,3001425865-DNA,3000858123-DNA,3001231145-DNA,3001198169-DNA,3001322441-DNA,3001335441-DNA,3001087070-DNA,3001428252-DNA,3001092225-DNA,3001328919-DNA,3001100999-DNA,3001368277-DNA,3001175193-DNA,3000885572-DNA,3001046450-DNA,3001427175-DNA,3001231121-DNA,3001427154-DNA,3001348320-DNA,3001099226-DNA,3000864467-DNA,3001328927-DNA,3001231137-DNA,3000852208-DNA,3001439971-DNA,3000863616-DNA,3000881385-DNA,3001425833-DNA,3001063041-DNA,3001060880-DNA,3001102443-DNA,3001384568-DNA,3000886283-DNA,3001097056-DNA,3001172132-DNA,3001212748-DNA,3001195247-DNA,3001048330-DNA,3001322433-DNA,3000886263-DNA,3001226011-DNA,3000891783-DNA,3001053907-DNA,3001369346-DNA,3001448375-DNA,3001421342-DNA,3001370799-DNA,3000864431-DNA,3001344083-DNA,3000885600-DNA,3001427166-DNA,3001070218-DNA,3001369378-DNA,3001177411-DNA,3001347849-DNA,3001180268-DNA,3001323185-DNA,3000881401-DNA,3001368261-DNA,3001215710-DNA,3001348312-DNA,3001351708-DNA,3001184953-DNA,3000879703-DNA,3001336332-DNA,3001046458-DNA,3001172140-DNA,3001332927-DNA,3000874503-DNA,3001175224-DNA,3001352795-DNA,3001326503-DNA,3001357258-DNA,3001328911-DNA,3001212756-DNA,3001421330-DNA,3001351690-DNA,3001048314-DNA,3001212764-DNA,3001065176-DNA,3000886299-DNA,3000858131-DNA,3001101039-DNA,3001361935-DNA,3000858866-DNA,3001352807-DNA,3000879733-DNA,3001076925-DNA,3001168541-DNA,3001359894-DNA,3001087062-DNA,3001324264-DNA,3001097072-DNA,3001172810-DNA,3001421314-DNA,3001439979-DNA,3001221246-DNA,3001168525-DNA,3001425825-DNA,3001378114-DNA,3001071356-DNA,3001206694-DNA
Moraxella_lincolnii,81.93294,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,49.77695,0.0,0.0,0.0,53.56437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,52.93258,0.0,0.0,0.0,0.0,0.0,55.7071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,69.25649,0.0,49.04938,0.0,100.0,2.12771,0.0,0.0,0.0,0.0,0.0,0.16404,75.69039,88.93724,0.0,0.0,0.0,26.49967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.27014,0.0,0.0,77.79413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,22.79692,92.26736,0.0,93.60561,0.0,0.0,0.0,0.0,0.0,0.0,56.80559,0.0,0.0,0.0,0.0,43.57912,0.0,83.67143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.11572,0.0,0.0,100.0,91.49263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.71106,0.0,0.0,0.0,96.64145,46.23693,0.0,0.0,0.0,100.0,0.0,0.0,85.32511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dolosigranulum_pigrum,15.48295,0.0,0.0,0.0,48.72703,0.0,52.17364,14.37545,14.46632,0.0,0.0,0.0,0.0,0.0,0.0,3.6658,27.84457,0.0,63.95898,0.0,3.22842,0.0,0.0,0.0,0.0,3.62251,0.0,77.94378,66.77557,28.55304,0.0,0.0,0.0,88.9637,0.0,0.0,0.0,2.49402,0.0,0.0,0.0,0.0,40.36952,100.0,0.0,0.0,0.0,28.23821,0.0,100.0,60.53802,0.0,0.0,9.24201,0.0,54.7491,0.0,0.0,3.87565,0.0,57.79177,0.0,0.0,15.4672,52.3977,0.0,12.56954,0.0,69.89406,0.0,0.0,49.28779,0.0,42.23933,0.0,19.04197,11.06276,1.04069,0.0,0.0,0.0,0.0,58.84603,15.87104,0.0,0.0,14.31253,0.0,0.0,6.32427,0.0,12.53203,0.0,0.0,16.80508,0.0,62.60648,0.0,66.63082,36.56171,0.0,0.0,0.0,0.0,68.16856,7.73264,0.0,5.3043,67.29872,38.81451,36.48202,84.27012,0.0,39.20635,6.31048,39.25681,31.32888,28.41168,85.91151,0.0,0.0,7.5483,0.0,0.0,41.60912,23.51481,0.0,0.0,0.0,0.0,100.0,0.0,0.0,50.1486,0.0,0.0,8.50737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.94466,73.7067,6.96138,13.51356,0.0,21.93282,0.0,0.0,28.64919,0.0,0.0,68.22911,0.0,8.46721,89.30906,0.0,80.09127,0.0,39.16272,0.0,22.49543,0.0,0.0,0.0,65.37753,0.0,0.0,73.50794,0.0,0.0,29.7847,0.0,0.0,48.12497,50.81775,0.0
Moraxella_nonliquefaciens,2.5841,0.0,0.0,0.0,0.0,0.0,36.61782,76.87045,64.42867,0.0,0.0,15.27321,0.0,0.0,0.0,83.77631,0.0,0.0,2.14692,0.0,15.24911,100.0,0.0,0.0,0.0,0.0,0.0,22.05622,0.0,69.50952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.50598,0.0,0.0,45.32334,0.0,32.68601,0.0,100.0,0.0,26.96338,19.30367,76.68224,0.0,39.46198,0.0,0.0,86.21008,41.45076,0.0,82.81357,0.0,94.65745,0.0,15.70869,0.0,0.0,0.0,12.13249,0.0,0.0,0.0,18.14031,0.0,100.0,17.32576,66.09548,57.76067,0.0,0.0,0.0,75.28115,0.0,0.0,0.0,0.0,22.31841,82.25306,0.0,0.0,85.68747,0.0,0.0,93.67573,0.0,4.14156,0.0,0.0,1.24617,100.0,32.40934,97.77519,33.36918,0.0,0.0,69.73408,0.0,0.0,0.0,0.0,100.0,0.0,5.99302,44.7433,0.0,0.0,0.0,0.0,24.81797,32.82354,68.67112,71.58832,0.0,4.46814,0.0,0.0,12.73304,21.61249,57.26815,52.4913,0.0,0.0,0.0,0.0,0.0,0.0,5.31373,7.14044,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.16827,8.72286,0.0,73.16938,100.0,0.0,4.97534,0.0,0.0,23.15854,0.0,20.42332,0.0,0.0,0.0,0.0,48.83229,0.0,67.20637,100.0,0.0,0.0,2.33097,0.0,0.0,26.49206,3.24084,0.0,24.9058,0.0,72.67293,0.0,0.0,0.0
Moraxella_catarrhalis,0.0,0.0,96.71415,0.0,0.0,0.0,11.20853,0.78689,0.06446,0.0,0.0,5.73032,0.0,1.11917,0.0,0.0,0.0,0.0,0.0,0.0,24.97618,0.0,18.76144,0.0,0.0,0.0,0.0,0.0,0.0,0.97365,0.0,0.0,32.02999,0.0,0.0,0.0,0.0,0.0,0.0,1.84677,0.0,0.0,1.82456,0.0,0.0,0.0,12.09462,0.0,0.0,0.0,0.0,0.0,15.98395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.12379,0.0,0.0,0.0,0.78605,48.01292,0.0,0.0,0.49701,0.0,0.0,5.78017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.97476,0.0,0.0,2.22481,0.0,0.0,0.0,0.51325,0.0,0.0,1.75167,0.0,0.0,1.09009,0.0,2.29428,0.0,0.0,0.0,0.0,3.01603,0.0,0.0,0.0,0.0,34.80691,0.0,0.0,0.31177,0.0,0.0,0.0,0.0,0.0,0.0,3.28399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.76454,0.0,0.0,91.4622,0.0,0.0,0.0,0.0,0.0,5.9824,0.0,0.0,0.0,4.86103,0.0,0.0,0.0,0.0,0.0,5.3316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.66225,0.0,0.0,0.0,0.0,27.89114,0.0,0.0,0.0,0.0,48.31686
Streptococcus_pneumoniae,0.0,0.0,3.28585,0.0,0.0,31.57701,0.0,0.0,0.0,1.04343,0.0,22.83566,0.77441,31.40508,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,80.86616,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.89585,0.0,0.0,0.0,0.0,18.8927,0.0,1.74408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.31776,0.0,0.0,86.68629,0.0,0.0,0.0,0.0,14.03224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.06302,0.0,0.0,0.0,0.0,99.83596,0.0,0.0,0.0,0.0,0.0,3.18542,100.0,0.0,0.0,0.0,100.0,0.0,0.0,5.02208,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75266,0.0,0.0,5.76919,0.0,0.0,0.0,0.0,10.22826,0.0,0.0,0.0,20.39319,0.0,22.05866,0.0,0.0,0.0,17.14583,0.0,0.0,14.83243,0.0,0.0,0.0,50.24316,0.0,0.0,37.69364,0.0,0.0,5.17486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.95209,0.0,0.0,100.0,0.0,0.0,0.0,4.9662,0.0,0.0,0.0,0.0,0.0,96.62826,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,32.29149,60.33775,0.0,0.0,0.0,1.04537,0.0,0.0,0.0,0.0,0.0,0.0
Cutibacterium_acnes,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,5.92738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,40.57287,0.0,0.0,0.0,0.0,0.0,0.0,58.54924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.38518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.2933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corynebacterium_pseudodiphtheriticum,0.0,0.0,0.0,0.0,44.39471,0.0,0.0,7.96722,21.04055,27.56255,0.0,0.0,0.0,0.0,0.0,0.54594,21.62479,0.0,26.48153,0.0,2.98192,0.0,0.0,0.0,0.0,67.1192,0.0,0.0,31.68088,0.0,0.0,0.0,63.26794,5.14045,0.0,0.0,0.0,0.0,57.46962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.23491,11.88525,0.0,0.0,0.0,0.0,58.80036,0.0,0.0,45.2509,0.0,0.0,1.4669,0.0,14.37575,0.0,0.0,15.2763,0.0,2.9377,5.47782,0.0,9.3409,0.0,0.0,4.89902,0.0,0.0,0.0,5.26764,0.0,7.88039,0.0,0.0,0.0,0.0,18.83555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.53228,0.0,0.0,19.76084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51366,0.0,0.0,0.0,26.70826,3.91965,10.82653,15.219,0.0,0.0,2.5666,5.86099,0.0,0.0,11.94798,0.0,0.0,8.06405,0.0,78.38751,1.12273,23.99389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.42733,0.0,0.0,0.0,0.0,0.0,0.0,3.2563,0.0,0.0,0.0,0.0,0.0,0.0,1.87035,0.0,0.0,4.70236,0.0,3.35855,2.44286,0.0,0.0,8.61235,0.0,0.0,5.35934,0.0,19.90873,0.0,0.0,0.0,10.2982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.17427,17.41836,0.0,0.0,0.0,0.0,51.68314
Corynebacterium_accolens,0.0,0.0,0.0,0.0,6.87826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.10386,0.0
Haemophilus_influenzae,0.0,0.0,0.0,0.0,0.0,68.42299,0.0,0.0,0.0,0.0,100.0,56.16082,36.07222,67.47575,0.0,12.01195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.91645,29.25829,0.0,0.0,1.54355,0.96378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.63768,98.15323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.93698,0.0,21.16819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.31491,0.0,0.0,0.0,100.0,0.0,0.0,0.0,5.70778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.98418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,6.48333,0.0,0.0,0.0,0.0,0.0,100.0,0.0,72.12276,0.0,0.0,0.0,0.0,100.0,0.0,59.02237,0.0,100.0,68.3957,0.0,0.0,0.0,0.0,100.0,0.0,0.0,68.97917,40.26052,0.0,0.0,0.0,0.0,0.0,0.0,4.08632,94.0176,0.0,0.0,0.0,12.83464,0.0,0.0,0.0,0.0,71.10947,0.0,14.67489,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68662,0.0
Moraxella_lacunata,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.46664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.88708,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.75684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.78036,0.0,0.0,0.0,0.0,0.0,0.0
